name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 b,1449,5.3 Earths,12.923,2014
Kepler-106 c,1449,10.44 Earths,12.923,2014
Kepler-106 d,1449,8.1 Earths,12.923,2014
Kepler-106 e,1449,11.17 Earths,12.923,2014
Kepler-1070 b,3063,3.64 Earths,14.133,2016
Kepler-1071 b,3400,6.26 Earths,15.881,2016
Kepler-1072 b,3206,3.12 Earths,13.972,2016
Kepler-1073 b,2642,5.9 Earths,14.749,2016
Kepler-1073 c,2642,3.33 Earths,14.749,2016
Kepler-1073 d,2642,2.82 Earths,14.749,2021
Kepler-1074 b,818,2.1 Earths,15.599,2016
Kepler-1075 b,950,2.6 Earths,15.909,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
Kepler-1077 b,3593,8.1 Earths,14.923,2016
Kepler-1078 b,8095,4.27 Earths,15.703,2016
Kepler-1079 b,1928,3.29 Earths,12.78,2016
Kepler-107 b,1716,3.51 Earths,12.543,2014
Kepler-107 c,1716,9.39 Earths,12.543,2014
Kepler-1086 c,1520,8.96 Earths,16.002,2016
Kepler-1087 b,1183,0.165 Earths,12.973,2016
Kepler-1088 b,915,2.6 Earths,11.472,2016
Kepler-1089 b,846,4.01 Earths,16.233,2016
Kepler-108 b,1105,0.176 Jupiters,12.657,2014
Kepler-108 c,1105,0.16 Jupiters,12.657,2014
Kepler-1090 b,2801,5.69 Earths,15.31,2016
Kepler-1090 c,2801,10.9 Earths,15.31,2021
Kepler-1091 b,2982,2.73 Earths,14.874,2016
Kepler-1092 b,3201,4.94 Earths,14.659,2016
Kepler-1093 b,3500,4.46 Earths,13.781,2016
Kepler-1093 c,3500,4.5 Earths,13.781,2016
Kepler-1094 b,4211,10.2 Earths,15.318,2016
Kepler-1095 b,2585,1.92 Earths,14.597,2016
Kepler-1096 b,1233,2.07 Earths,15.438,2016
Kepler-1097 b,2348,10.7 Earths,15.652,2016
Kepler-1098 b,3422,2.24 Earths,14.886,2016
Kepler-1099 b,3336,8.4 Earths,15.137,2016
Kepler-109 b,1549,7.3 Earths,12.398,2014
Kepler-109 c,1549,21.8 Earths,12.398,2014
Kepler-10 b,605,4.60853 Earths,11.043,2011
Kepler-10 c,605,7.37 Earths,11.043,2011
Kepler-1100 b,2263,3.71 Earths,13.952,2016
Kepler-1101 b,2422,6.66 Earths,15.156,2016
Kepler-1102 b,4065,7.56 Earths,14.928,2016
Kepler-1103 b,4345,5.77 Earths,14.294,2016
Kepler-1104 b,1731,2.04 Earths,12.125,2016
Kepler-1105 b,1037,4.7 Earths,15.315,2016
Kepler-1106 b,3558,3.36 Earths,14.863,2016
Kepler-1107 b,1399,2.36 Earths,14.315,2016
Kepler-1108 b,2504,2.73 Earths,15.132,2016
Kepler-1109 b,2235,5.43 Earths,14.405,2016
Kepler-110 b,1913,4.01 Earths,13.003,2014
Kepler-110 c,1913,5.52 Earths,13.003,2014
Kepler-1110 b,2371,7.56 Earths,16.274,2016
Kepler-1111 b,2745,4.66 Earths,14.88,2016
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1120 b,2007,2.48 Earths,15.494,2016
Kepler-1121 b,1572,4.31 Earths,12.144,2016
Kepler-1122 b,4014,4.82 Earths,15.405,2016
Kepler-1123 b,2298,3.43 Earths,14.933,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1127 b,2748,4.5 Earths,15.162,2016
Kepler-1128 b,3534,12.9 Earths,15.934,2016
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1127 b,2748,4.5 Earths,15.162,2016
Kepler-1128 b,3534,12.9 Earths,15.934,2016
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1127 b,2748,4.5 Earths,15.162,2016
Kepler-1128 b,3534,12.9 Earths,15.934,2016
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1127 b,2748,4.5 Earths,15.162,2016
Kepler-1128 b,3534,12.9 Earths,15.934,2016
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1127 b,2748,4.5 Earths,15.162,2016
Kepler-1128 b,3534,12.9 Earths,15.934,2016
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1127 b,2748,4.5 Earths,15.162,2016
Kepler-1128 b,3534,12.9 Earths,15.934,2016
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1127 b,2748,4.5 Earths,15.162,2016
Kepler-1128 b,3534,12.9 Earths,15.934,2016
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1127 b,2748,4.5 Earths,15.162,2016
Kepler-1128 b,3534,12.9 Earths,15.934,2016
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1127 b,2748,4.5 Earths,15.162,2016
Kepler-1128 b,3534,12.9 Earths,15.934,2016
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1127 b,2748,4.5 Earths,15.162,2016
Kepler-1128 b,3534,12.9 Earths,15.934,2016
Kepler-1129 b,3862,9.06 Earths,15.661,2016
Kepler-1129 c,3862,7.9 Earths,15.661,2016
Kepler-112 b,1674,6.17 Earths,13.927,2014
Kepler-112 c,1674,6.35 Earths,13.927,2014
Kepler-1130 b,813,0.437 Earths,12.509,2016
Kepler-1139 b,1615,1.81 Earths,14.229,2016
Kepler-113 b,856,11.7 Earths,13.655,2014
Kepler-113 c,856,8.7 Earths,13.655,2014
Kepler-1140 b,2141,8.1 Earths,15.751,2016
Kepler-1141 b,1284,0.477 Earths,12.403,2016
Kepler-1142 b,4154,2.76 Earths,14.505,2016
Kepler-1143 b,1811,3.43 Earths,15.493,2016
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1150 b,1169,1.04 Earths,14.748,2016
Kepler-1151 b,2226,5.56 Earths,15.005,2016
Kepler-1152 b,702,0.59 Earths,15.31,2016
Kepler-1153 b,3652,3.64 Earths,15.767,2016
Kepler-1154 b,4763,6.08 Earths,14.953,2016
Kepler-1154 c,4763,6.17 Earths,14.953,2016
Kepler-1155 b,3682,4.78 Earths,14.799,2016
Kepler-1156 b,2255,2.3 Earths,14.262,2016
Kepler-1157 b,1116,1.32 Earths,14.603,2016
Kepler-1158 b,4842,6.08 Earths,13.618,2016
Kepler-1159 b,3959,6.21 Earths,14.678,2016
Kepler-115 b,2034,1.32 Earths,13.545,2014
Kepler-115 c,2034,7.27 Earths,13.545,2014
Kepler-1160 b,3515,5.22 Earths,16.006,2016
Kepler-1161 b,1787,5.18 Earths,16.163,2016
Kepler-1162 b,3067,5.52 Earths,15.749,2016
Kepler-1163 b,1561,1.08 Earths,12.208,2016
Kepler-1164 b,1408,1.46 Earths,14.321,2016
Kepler-1165 b,5138,3.02 Earths,14.521,2016
Kepler-1165 c,5138,11.2 Earths,14.521,2021
Kepler-1166 b,2071,3.5 Earths,14.65,2016
Kepler-1167 b,2678,3.57 Earths,16.047,2016
Kepler-1168 b,2455,6.8 Earths,15.755,2016
Kepler-1169 b,1705,0.779 Earths,12.707,2016
Kepler-116 b,3116,11.6 Earths,13.744,2014
Kepler-116 c,3116,5.9 Earths,13.744,2014
Kepler-1170 b,3427,6.39 Earths,16.204,2016
Kepler-1171 b,1869,7.08 Earths,11.647,2016
Kepler-1172 b,4262,10.3 Earths,16.083,2016
Kepler-1173 b,1230,0.64 Earths,13.896,2016
Kepler-1174 b,4595,3.15 Earths,14.271,2016
Kepler-1175 b,3660,9.22 Earths,15.972,2016
Kepler-1176 b,2821,6.57 Earths,15.27,2016
Kepler-1177 b,4241,4.27 Earths,14.773,2016
Kepler-1178 b,1573,1.24 Earths,14.212,2016
Kepler-1179 b,1354,2.3 Earths,14.214,2016
Kepler-117 b,4748,29.875 Earths,14.282,2014
Kepler-117 c,4748,1.84 Jupiters,14.282,2014
Kepler-1180 b,5209,4.62 Earths,15.081,2016
Kepler-1181 b,3061,3.09 Earths,13.549,2016
Kepler-1182 b,5041,6.39 Earths,15.742,2016
Kepler-1183 b,6260,8.35 Earths,15.968,2016
Kepler-1184 b,3777,7.65 Earths,14.99,2016
Kepler-1177 b,4241,4.27 Earths,14.773,2016
Kepler-1178 b,1573,1.24 Earths,14.212,2016
Kepler-1179 b,1354,2.3 Earths,14.214,2016
Kepler-117 b,4748,29.875 Earths,14.282,2014
Kepler-117 c,4748,1.84 Jupiters,14.282,2014
Kepler-1180 b,5209,4.62 Earths,15.081,2016
Kepler-1181 b,3061,3.09 Earths,13.549,2016
Kepler-1182 b,5041,6.39 Earths,15.742,2016
Kepler-1183 b,6260,8.35 Earths,15.968,2016
Kepler-1184 b,3777,7.65 Earths,14.99,2016
Kepler-1185 b,1498,2.33 Earths,12.63,2016
Kepler-1186 b,4362,5.6 Earths,15.367,2016
Kepler-1187 b,3329,7.32 Earths,14.73,2016
Kepler-1188 b,5602,4.98 Earths,14.941,2016
Kepler-1189 b,2554,3.78 Earths,14.463,2016
Kepler-118 b,1873,4.5 Earths,14.867,2014
Kepler-118 c,1873,0.144 Jupiters,14.867,2014
Kepler-1190 b,1117,2.33 Earths,14.665,2016
Kepler-1191 b,3117,2.89 Earths,15.319,2016
Kepler-1192 b,4254,6.17 Earths,15.858,2016
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-1203 b,1034,1.2 Earths,15.385,2016
Kepler-1204 b,3834,9.53 Earths,15.45,2016
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-1203 b,1034,1.2 Earths,15.385,2016
Kepler-1204 b,3834,9.53 Earths,15.45,2016
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-1203 b,1034,1.2 Earths,15.385,2016
Kepler-1204 b,3834,9.53 Earths,15.45,2016
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-1203 b,1034,1.2 Earths,15.385,2016
Kepler-1204 b,3834,9.53 Earths,15.45,2016
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-1203 b,1034,1.2 Earths,15.385,2016
Kepler-1204 b,3834,9.53 Earths,15.45,2016
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-1203 b,1034,1.2 Earths,15.385,2016
Kepler-1204 b,3834,9.53 Earths,15.45,2016
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-1203 b,1034,1.2 Earths,15.385,2016
Kepler-1204 b,3834,9.53 Earths,15.45,2016
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-1203 b,1034,1.2 Earths,15.385,2016
Kepler-1204 b,3834,9.53 Earths,15.45,2016
Kepler-11 c,2108,2.9 Earths,13.817,2010
Kepler-11 d,2108,7.3 Earths,13.817,2010
Kepler-11 e,2108,8 Earths,13.817,2010
Kepler-11 f,2108,2 Earths,13.817,2010
Kepler-11 g,2108,25 Earths,13.817,2010
Kepler-1200 b,1920,1.2 Earths,16.06,2016
Kepler-1201 b,3080,5.86 Earths,14.765,2016
Kepler-1202 b,3834,8.96 Earths,15.833,2016
Kepler-1203 b,1034,1.2 Earths,15.385,2016
Kepler-1204 b,3834,9.53 Earths,15.45,2016
Kepler-1205 b,2278,2.57 Earths,15.316,2016
Kepler-1206 b,2486,3.33 Earths,15.971,2016
Kepler-1207 b,5722,3.26 Earths,14.595,2016
Kepler-1208 b,2692,5.99 Earths,16.256,2016
Kepler-1209 b,1649,2.89 Earths,12.554,2016
Kepler-120 b,1268,8.5 Earths,14.995,2014
Kepler-120 c,1268,2.96 Earths,14.995,2014
Kepler-1210 b,3838,3.53 Earths,15.649,2016
Kepler-1211 b,5958,7.04 Earths,16.016,2016
Kepler-1212 b,4295,5.22 Earths,15.133,2016
Kepler-1213 b,2635,1.81 Earths,13.416,2016
Kepler-1214 b,2379,6.17 Earths,15.459,2016
Kepler-1215 b,2156,1.98 Earths,14.539,2016
Kepler-1216 b,4105,2.51 Earths,15.262,2016
Kepler-1217 b,4396,4.62 Earths,15.343,2016
Kepler-1218 b,2742,2.67 Earths,13.73,2016
Kepler-1219 b,2873,5.14 Earths,12.339,2016
Kepler-121 b,1665,6.08 Earths,14.904,2014
Kepler-121 c,1665,5.77 Earths,14.904,2014
Kepler-1220 b,3138,2.92 Earths,15.194,2016
Kepler-1221 b,2980,4.19 Earths,15.909,2016
Kepler-1222 b,1354,0.418 Earths,14.21,2016
Kepler-1223 b,1500,1.98 Earths,14.911,2016
Kepler-1224 b,1825,2.33 Earths,12.926,2016
Kepler-1225 b,4396,3.97 Earths,14.819,2016
Kepler-1226 b,3672,2.7 Earths,14.324,2016
Kepler-1227 b,2035,5.86 Earths,14.276,2016
Kepler-1228 b,1681,2.99 Earths,15.061,2016
Kepler-1229 b,866,2.54 Earths,16.124,2016
Kepler-122 b,3352,6.08 Earths,14.403,2014
Kepler-122 c,3352,29 Earths,14.403,2014
Kepler-122 d,3352,5.48 Earths,14.403,2014
Kepler-122 e,3352,27.7 Earths,14.403,2014
Kepler-122 f,3352,36 Earths,14.403,2014
Kepler-1230 b,4450,7.8 Earths,15.628,2016
Kepler-1231 b,3220,2.6 Earths,14.808,2016
Kepler-1232 b,2064,4.38 Earths,14.97,2016
Kepler-1233 b,3845,7.27 Earths,14.82,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1242 b,2243,5.73 Earths,15.714,2016
Kepler-1243 b,2473,3.71 Earths,14.898,2016
Kepler-1244 b,3509,2.39 Earths,12.444,2016
Kepler-1245 b,2629,2.67 Earths,15.582,2016
Kepler-1245 c,2629,2.67 Earths,15.582,2016
Kepler-1246 b,1424,2.42 Earths,15.27,2016
Kepler-1247 b,3412,6.04 Earths,15.925,2016
Kepler-1248 b,1934,1.76 Earths,12.9,2016
Kepler-1249 b,6213,6.26 Earths,15.391,2016
Kepler-124 b,1370,0.315 Earths,14.4,2014
Kepler-124 c,1370,3.71 Earths,14.4,2014
Kepler-124 d,1370,1.41 Earths,14.4,2014
Kepler-1250 b,6938,4.35 Earths,15.693,2016
Kepler-1251 b,2943,4.04 Earths,15.024,2016
Kepler-1252 b,2117,3.43 Earths,14.743,2016
Kepler-1253 b,1678,2.33 Earths,12.588,2016
Kepler-1254 b,2032,3.02 Earths,15.541,2016
Kepler-1254 c,2032,2.24 Earths,15.541,2016
Kepler-1254 d,2032,2.27 Earths,15.541,2016
Kepler-1255 b,5275,5.99 Earths,15.308,2016
Kepler-1256 b,2907,2.83 Earths,13.685,2016
Kepler-1257 b,3608,2.92 Earths,15.644,2016
Kepler-1258 b,2341,0.566 Earths,13.929,2016
Kepler-1259 b,2628,2.63 Earths,15.556,2016
Kepler-125 b,598,6.21 Earths,15.431,2014
Kepler-125 c,598,0.33 Earths,15.431,2014
Kepler-1260 b,5658,3.78 Earths,14.953,2016
Kepler-1261 b,2428,5.73 Earths,15.817,2016
Kepler-1262 b,3441,3.97 Earths,15.155,2016
Kepler-1263 b,2169,1.55 Earths,15.173,2016
Kepler-1264 b,2616,1.76 Earths,14.629,2016
Kepler-1265 b,1904,2.39 Earths,16.024,2016
Kepler-1266 b,2770,7.18 Earths,16.016,2016
Kepler-1266 c,2770,3.46 Earths,16.016,2021
Kepler-1267 b,4500,9.32 Earths,15.846,2016
Kepler-1268 b,6005,4.78 Earths,15.484,2016
Kepler-1269 b,3579,3.29 Earths,13.658,2016
Kepler-126 b,774,2.92 Earths,10.505,2014
Kepler-126 c,774,3.12 Earths,10.505,2014
Kepler-126 d,774,6.8 Earths,10.505,2014
Kepler-1270 b,3572,11 Earths,13.562,2016
Kepler-1271 b,2714,2.79 Earths,14.075,2016
Kepler-1266 b,2770,7.18 Earths,16.016,2016
Kepler-1266 c,2770,3.46 Earths,16.016,2021
Kepler-1267 b,4500,9.32 Earths,15.846,2016
Kepler-1268 b,6005,4.78 Earths,15.484,2016
Kepler-1269 b,3579,3.29 Earths,13.658,2016
Kepler-126 b,774,2.92 Earths,10.505,2014
